CODPROV,CODIGO,PRODUCTO,PRESENTACION,STOCK,MAYORISTA,CONTADO,MINORISTA,PRECIO COMPRA,RUBRO,SUBRUBRO
VA-044,0001512RPM,COMPRESOR DE AIRE DOBLE PISTON PARA 4X4 12V,UNIDADES,0,"74596,5",79600,111440,49731,ACCESORIOS,NINGUNO
VA-037,0005130RPM,COMPRESOR PARA 4X4 12V C/MANOMETRO C/ BOLSO,UNIDADES,0,"48593,6",53201,"74481,4",30371,ACCESORIOS,NINGUNO
SDP62MH,8711252025087,CONECTOR P/TRAILER HEMBRA METAL,UNIDADES,0,462,"887,03","1241,84",308,ELECTRICIDAD,NINGUNO
SDP62H,8711252025087,CONECTOR P/TRAILER HEMBRA PLASTICA,UNIDADES,-1,312,"628,32","879,65",208,ELECTRICIDAD,NINGUNO
SDP62MM,8711252025070,CONECTOR P/TRAILER MACHO METAL,UNIDADES,0,462,"887,03","1241,84",308,ELECTRICIDAD,NINGUNO
TR-005,0004472RPM,CONECTOR PARA TRAILER (JGO) 7 PUNTOS PLASTICO ATT CON5,UNIDADES,-1,9200,11000,15400,"6134,7",ACCESORIOS,NINGUNO
P-RCA-90C-L,0001352RPM,CONECTOR RCA ANGULO RECTO,UNIDADES,0,"205,93","570,82","799,15",78,AUDIO,NINGUNO
2121,0005026RPM,CONEX TEM R12 83/,UNIDADES,0,"178,2","570,82","799,15","98,42",ELECTRICIDAD,NINGUNO
7004,0002617RPM,CONEXIONES PARA MARCADORES DE TEMPERATURA,,0,0,0,0,0,,
7009,0002614RPM,CONEXIONES PARA MARCADORES DE TEMPERATURA (504/405 NAF),,0,27,"37,8","37,8",27,,
6006L,0002619RPM,CONEXIONES PARA MARCADORES DE TEMPERATURA (ACEI/R9/R19 CLIO/R12/UNO=744/706),,0,"45,57",6468,"9055,2","32,55",ACCESORIOS,NINGUNO
7016,0002613RPM,CONEXIONES PARA MARCADORES DE TEMPERATURA (ESCORT-H91/GOL/VW),,0,24,"33,6","33,6",24,,
7013,0002612RPM,CONEXIONES PARA MARCADORES DE TEMPERATURA (FIESTA/TRAFIC D/KA),,0,"90,41",6468,"9055,2","64,58",ACCESORIOS,NINGUNO
6012/A,0002616RPM,CONEXIONES PARA MARCADORES DE TEMPERATURA (GACEL/GOL/SENDA=747 CARAT),,0,6,"8,4","8,4",6,,
,0006586RPM,CONFIGURACION DE ALARMA,UNIDADES,0,10000,10000,14000,0,ACCESORIOS,NINGUNO
PPC1000/R,0006945RPM,CONJUNTO DE PALANCA DE CAMBIO Y POLLERA,UNIDADES,0,"21489,6",23300,32620,11616,ACCESORIOS,NINGUNO
PPC1003,0006958RPM,CONJUNTO DE PALANCA DE CAMBIO Y POLLERA,UNIDADES,0,"13987,6","14999,99","20999,99",8228,ACCESORIOS,NINGUNO
PPC1001,0006959RPM,CONJUNTO DE PALANCA DE CAMBIO Y POLLERA,UNIDADES,0,"17937,04",19000,26600,"10551,2",ACCESORIOS,NINGUNO
PPC1004,0007037RPM,CONJUNTO DE PALANCA DE CAMBIO Y POLLERA,UNIDADES,0,"15324,65","16299,99",22820,"9014,5",ACCESORIOS,NINGUNO
PPC1002,0007627RPM,CONJUNTO DE PALANCA DE CAMBIO Y POLLERA,UNIDADES,0,22627,24000,"33600,01",13310,ACCESORIOS,NINGUNO
PPC1010,0006948RPM,CONJUNTO DE PALANCA DE CAMBIO Y POLLERA CROMADO,UNIDADES,-2,"20981,4",22200,31080,12342,ACCESORIOS,NINGUNO
198,0007276RPM,"CONO 3"" PAD PARA TADADRO",UNIDADES,0,2340,2496,"3494,4",1560,ACCESORIOS,NINGUNO
CSL1001,0006858RPM,CONSOLA APOYABRAZOS REBATIBLE,UNIDADES,0,"32294,9",34500,"48300,01",18997,ACCESORIOS,NINGUNO
ST-121,0003788RPM,CONSOLA UNIVERSAL 147,UNIDADES,0,"8457,9",12740,"17836,01","5638,6",AUDIO,NINGUNO
VM-001,0007377RPM,CONTROL DE LARGADA 1 BOBINA,UNIDADES,0,105000,110000,154000,84000,ELECTRICIDAD,NINGUNO
VM-002,0007378RPM,CONTROL DE LARGADA 2 BOBINAS,UNIDADES,0,105000,110000,154000,84000,ELECTRICIDAD,NINGUNO
VM-004,0007379RPM,CONTROL DE LARGADA 4 BOBINAS,UNIDADES,0,159500,165000,231000,110000,ELECTRICIDAD,NINGUNO
TXRZ,0005859RPM,"CONTROL DE PRESENCIA PARA ALARMA X-28 LINEA KL20, Z20, Z30, Z40, Z50",UNIDADES,-1,"52005,8","63000,01","88200,01",37147,ALARMA,NINGUNO
TXMR,0005907RPM,CONTROL DE PRESENCIA PARA ALARMA X-28 SERIE M20 (MOTO),UNIDADES,-1,"61255,04",74400,"104159,99","43753,6",ALARMA,NINGUNO
TXR,0003007RPM,CONTROL DE PRESENCIA X-28 LINEA VIEJA,UNIDADES,0,"52005,8",68000,95200,37147,ALARMA,NINGUNO
CONTROL-KL20,0006084RPM,CONTROL PARA ALARMA X-28 LINEA KL20 (AUTO),UNIDADES,0,"52005,8",64000,89600,37147,ALARMA,NINGUNO
TX20,0005855RPM,CONTROL PARA ALARMA X-28 LINEA Z20 (AUTO),UNIDADES,-1,"36399,99",62000,86800,"35961,2",ALARMA,NINGUNO
CONTROL-Z30H,0005883RPM,CONTROL PARA ALARMA X-28 LINEA Z30H (AUTO),UNIDADES,0,55902,68000,95200,39930,ALARMA,NINGUNO
CONTROL-Z50,0005895RPM,CONTROL PARA ALARMA X-28 LINEA Z50 (AUTO),UNIDADES,0,"55720,5",68000,95200,37147,ALARMA,NINGUNO
CONTROL-M20,0005908RPM,CONTROL PARA ALARMA X-28 SERIE M20 (MOTO),UNIDADES,-1,"52005,8",64000,89600,37147,ALARMA,NINGUNO
TXF,0006236RPM,CONTROL PARA ALARMA X-28 TXF,UNIDADES,0,"52005,8",68000,95200,37147,ACCESORIOS,NINGUNO
SX-2,0004303RPM,CONTROL REMOTO STETSOM (COLORES VARIOS),UNIDADES,-2,85000,"90001,8",126000,63000,AUDIO,NINGUNO
CAR-703,0005912RPM,CONTROL REMOTO AUTOESTEREO ECR NEGRO (+8 METROS DE ALCANCE),UNIDADES,0,396,"731,81","1024,53",0,AUDIO,NINGUNO
CAR-700,0005913RPM,CONTROL REMOTO AUTOESTEREO ECR NEGRO C/ GRIS(+8 METROS DE ALCANCE),UNIDADES,0,396,"731,81","1024,53",0,AUDIO,NINGUNO
K600,0003589RPM,CONTROL REMOTO JFA (ALCANCE 600 M),UNIDADES,0,31500,32000,44800,20000,AUDIO,NINGUNO
CV-300U,0000651RPM,CONTROL REMOTO PARA VOLANTE BLAULINE,UNIDADES,0,495,"739,2","1034,88",33,ACCESORIOS,NINGUNO
RC10,0002492RPM,CONTROL REMOTO PARA VOLANTE BLAUPUNKT,UNIDADES,0,"686,09","1823,42","2552,79","346,5",AUDIO,NINGUNO
TS200,0002486RPM,CONTROL REMOTO PARA VOLANTE UNIVERSAL,UNIDADES,0,660,"2188,12","3063,37","108,14",PARLANTES,NINGUNO
NV PX32,0007753RPM,CONTROL REMOTO PST NV PX32,UNIDADES,0,40000,50000,70000,29360,ACCESORIOS,NINGUNO
PX42,0007754RPM,CONTROL REMOTO PST PX42,UNIDADES,0,40000,50000,70000,"27007,2",ACCESORIOS,NINGUNO
PXN72,0005818RPM,CONTROL REMOTO PST PXN72,UNIDADES,3,"46613,8","70000,61","97998,85","33295,57",ALARMA,NINGUNO
C-MV,7897070190082,CONTROLADOR AJK AUDIO RITMICO MINI VU PARA REGLA,UNIDADES,0,"41469,12","43908,48","61471,87","24393,6",ELECTRICIDAD,NINGUNO
7108,0007108RPM,CONTROLADORA RGB PARA TIRAS DE LED 24 TECLAS,UNIDADES,0,580,1001,"1401,4","326,7",ACCESORIOS,NINGUNO
PSWNV480,0007362RPM,CONVERTIDOR PYLE 24DC TO 12DC 480 WATS,UNIDADES,0,"35371,2",55720,78008,22107,POTENCIAS,NINGUNO
PSWNV240,0005722RPM,CONVERTIDOR PYLE 24V A 12V 240 WATS,UNIDADES,0,"25644,8","40390,01","56546,01",16028,POTENCIAS,NINGUNO
VA-032,0006134RPM,CORNAMUZA PLEGABLE X 2 CROMADA,UNIDADES,0,20000,"22499,38","31500,19","13240,38",ACCESORIOS,NINGUNO
VA-011,0000099RPM,CORNAMUZA SOPORTE CROMADO DE CAJA PARA PICK-UP (FIJA) 2 PIEZAS,UNIDADES,0,"16746,4",18000,25200,"10466,5",ACCESORIOS,NINGUNO
VA-033,0002959RPM,CORNAMUZA SOPORTE DE PLASTICO NEGRO DE CAJA PARA PICK UP (CUADRADA),UNIDADES,0,"1294,1","1399,99","1959,99","834,9",ACCESORIOS,NINGUNO
,0003869rpm,CORNAMUZA SOPORTE PLASTICO CROMADO,,0,"762,3",1190,1666,"423,5",ACCESORIOS,NINGUNO
,0003868rpm,CORNAMUZA SOPORTE PLASTICO NEGRO,,0,"709,06",1120,1568,"354,53",ACCESORIOS,NINGUNO
HP1425,0005592RPM,"CORNETA HARD POWER 1 """,UNIDADES,0,"32158,78",33000,46200,"12863,51",ACCESORIOS,NINGUNO
8248,7897183021815,"CORNETA BOMBER 1"" CON LUZ 16 LEDS RGB",UNIDADES,0,"53001,03","55000,01","77000,01","30286,3",AUDIO,NINGUNO
"HL 14-50N 2""",0003566RPM,"CORNETA CORTA 2"" SELENIUM JBL NEGRA",UNIDADES,0,23250,33600,"47040,01",15000,AUDIO,NINGUNO
"HL 14-50 TRIO 2""",0004789RPM,"CORNETA CORTA 2"" SELENIUM JBL TRIO ARO CROMADO",UNIDADES,0,"22699,6","32199,99","45079,99",8107,AUDIO,NINGUNO
APH-5757,0000869RPM,"CORNETA CORTA AUDIOPIPE 1"" 5.7 X 5.7",UNIDADES,-2,6500,"7000,2","9800,1",4500,AUDIO,NINGUNO
LC-150,8375,"CORNETA CORTA CUADRADA NEGRA DRIVER 1""",UNIDADES,0,2250,3500,4900,1500,ACCESORIOS,NINGUNO
LC-02,8376,"CORNETA CORTA CUADRADA NEGRA DRIVER 1""",UNIDADES,0,2250,3500,4900,1500,ACCESORIOS,NINGUNO
LC-05,8378,"CORNETA CORTA CUADRADA NEGRA DRIVER 1""",UNIDADES,0,2250,3500,4900,1500,ACCESORIOS,NINGUNO
LC1450,7893296160694,"CORNETA CORTA NEGRA DRIVER 1""PERMAK 7482",UNIDADES,44,"4215,4",5000,"6999,97",3011,AUDIO,NINGUNO
1.10.2016,7350,CORNETA GUIA DE ONDA BOMBER,UNIDADES,12,"36149,36",38600,54040,"24099,57",AUDIO,NINGUNO
HP1450,0004141RPM,"CORNETA HARD POWER 2""",UNIDADES,0,"37850,74","40499,99",56700,"13518,12",AUDIO,NINGUNO
LC1425,0002944RPM,"CORNETA LARGA NEGRA DRIVER 1"" 7474",UNIDADES,42,4500,5000,"7000,06",3010,AUDIO,NINGUNO
"HL 26-25 TRIO 1""",0005064RPM,"CORNETA LARGA TRIO ALUMINIO SELENIUM JBL 1""",UNIDADES,0,77000,110600,154840,55000,AUDIO,NINGUNO
"HL 26-50 TRIO 2""",0005063RPM,"CORNETA LARGA TRIO ALUMINIO BOCA 2"" JBL SELENIUM",UNIDADES,18,77000,112000,156800,55000,AUDIO,NINGUNO
1.20.031,8294,"CORNETA NEGRA BOMBER 1""",UNIDADES,0,"14483,7","14999,99","20999,99",7623,ACCESORIOS,NINGUNO
NLD6026,0004980RPM,CORTINA PARASOL PLEGABLE 60X50CM,UNIDADES,0,66,"228,33","319,66","39,8",ACCESORIOS,NINGUNO
CO-007,7798160620994,CORTINA REFLECTIVA 130 X 60 PARA PARABRISA,UNIDADES,44,3000,"3499,98","4899,94","2125,97",ACCESORIOS,NINGUNO
CO-009,0004572RPM,CORTINA REFLECTIVA 150 X 070 PARA PARABRISA,UNIDADES,6,3900,"4500,09","6299,96","2780,58",ACCESORIOS,NINGUNO
CO-008,0001504RPM,CORTINAS PARASOL PLEGABLE 100 X 50 CM IAEL,UNIDADES,19,3500,"4000,07","5599,96","2405,48",ACCESORIOS,NINGUNO
CO-006,0001506RPM,CORTINAS PARASOL PLEGABLE 44 X 38 CM IAEL,UNIDADES,98,3000,"3499,9","4899,91","2124,76",ACCESORIOS,NINGUNO
17272,0003774rpm,CR CAR STEREO,,0,0,"589,85","825,79","80,03",AUDIO,NINGUNO
468248472,0007738RPM,CREAM DRESSING DROP D (CONDICIONADOR DE PLASTICO),UNIDADES,7,"10062,5",10500,14651,8050,COSMETICA,NINGUNO
468248470,0007734RPM,CREAM WAX DROP D BLACK LABEL (CERA EN CREMA ),UNIDADES,18,"10062,5",10500,14651,8050,COSMETICA,NINGUNO
S4 H11,0006664RPM,CREE LED 4 COLORES S4 H11 LAMPARA,UNIDADES,1,13500,16800,23520,7500,ACCESORIOS,NINGUNO
S27 S4,0007134RPM,CREE LED 4 COLORES S4 H27 880 LAMPARA,UNIDADES,0,13500,16800,23520,8920,ACCESORIOS,NINGUNO
9F130021766,0006542RPM,CREE LED 9006 MINI 2 LED 30000 LUMENES JUEGO,UNIDADES,1,5850,46500,65100,3900,ELECTRICIDAD,NINGUNO
5264,0007418RPM,CREE LED C6 / Z1 H15 (1 JUEGO),UNIDADES,"0,5",29040,35000,49000,9680,ACCESORIOS,NINGUNO
C6 5202,0007603RPM,CREE LED C6 IAEL 5202 H16 (1 LAMPARA),UNIDADES,36,7800,8000,11200,5389,ACCESORIOS,NINGUNO
C6 9005,0006491RPM,CREE LED C6 IAEL 9005 6000K (1 LAMPARA),UNIDADES,2,7800,8000,11200,5400,ELECTRICIDAD,NINGUNO
CREE 9007,0006157RPM,CREE LED C6 IAEL 9007 6000K (1 LAMPARA),UNIDADES,2,8000,"10000,04","13999,94",5581,XENON,NINGUNO
C6 H3,0007163RPM,CREE LED C6 IAEL H3 (1 LAMPARA),UNIDADES,12,7800,8000,11200,5294,ACCESORIOS,NINGUNO
C6 H7,0007159RPM,CREE LED C6 IAEL H7 (1 LAMPARA),UNIDADES,1,7800,8000,11200,5389,ACCESORIOS,NINGUNO
C6 HB4 9006,0007162RPM,CREE LED C6 IAEL HB4 9006 (1 LAMPARA),UNIDADES,7,7800,8000,"11199,96",5389,ACCESORIOS,NINGUNO
C6MINI9004,0007496RPM,CREE LED C6 MINI 9004 (1 LAMPARA),UNIDADES,4,6240,7500,10500,3900,ELECTRICIDAD,NINGUNO
C6MINI9007,0007497RPM,CREE LED C6 MINI 9007 (1 LAMPARA),UNIDADES,4,6240,7500,10500,3900,ELECTRICIDAD,NINGUNO
C6MINI-H16,0007621RPM,CREE LED C6 MINI H16 5202 (1 LAMPARA),UNIDADES,2,9000,"9999,74","14000,18",5445,ACCESORIOS,NINGUNO
C6 MINI H4,0007454RPM,CREE LED C6 MINI H4 (1 LAMPARA),UNIDADES,1,9000,10000,"14000,25",7500,ACCESORIOS,NINGUNO
C6MINI9006,0007457RPM,CREE LED C6 MINI HB4 9006 (1 LAMPARA) 6 GENERACION SIN COOLER,UNIDADES,6,6240,7500,10500,3900,ACCESORIOS,NINGUNO
H15CAMBUS,0007380RPM,CREE LED H15 CAMBUS (JUEGO),UNIDADES,1,"115500,01",140000,196000,41250,ACCESORIOS,NINGUNO
KB4-H27,0006734RPM,CREE LED H27 KB4 (JUEGO),UNIDADES,0,"57566,22",68500,95900,"35978,89",ACCESORIOS,NINGUNO
KB4-H3,0006541RPM,CREE LED H3 KB4 JUEGO,UNIDADES,0,"57566,22",68500,95900,"35978,89",ELECTRICIDAD,NINGUNO
9F130019142,0006547RPM,CREE LED H3 MINI 2 LED 30000 LUMENES JUEGO,UNIDADES,1,"2657,16",2880,3744,"1476,2",ACCESORIOS,NINGUNO
7377,0007411RPM,CREE LED H4 LUPA Y10(JUEGO),UNIDADES,1,72000,90000,126000,45000,ACCESORIOS,NINGUNO
H16 HULK,0007236RPM,CREE LED HULK IAEL H16 5202 (1 LAMPARA),UNIDADES,0,15000,16000,22400,10530,ACCESORIOS,NINGUNO
IR100-9005,0007626RPM,CREE LED IR100 SUPER CANBUS CHIP CSP 9005 HB3 JUEGO,UNIDADES,1,84832,100000,140000,"51544,94",ACCESORIOS,NINGUNO
BS-IR100-9005,0007808RPM,CREE LED IR100 SUPER CANBUS CHIP CSP 9005 JUEGO BLACK SAPPHIRE 75 WATTS,UNIDADES,1,"141030,8","168000,01","235200,01","88144,25",ELECTRICIDAD,NINGUNO
IR100-9006,0007517RPM,CREE LED IR100 SUPER CANBUS CHIP CSP 9006 HB4 JUEGO,UNIDADES,0,84832,100000,140000,53020,ACCESORIOS,NINGUNO
NEWIR1009006,0007842RPM,CREE LED IR100 SUPER CANBUS CHIP CSP 9006 JUEGO 55 WATTS DAKAR,UNIDADES,0,"104448,77","124999,06","174997,38","65280,48",ACCESORIOS,NINGUNO
BS-IR100-9006,0007807RPM,CREE LED IR100 SUPER CANBUS CHIP CSP 9006 JUEGO BLACK SAPPHIRE 75 WATTS,UNIDADES,0,"141030,21","168000,01","235200,01","88143,88",ELECTRICIDAD,NINGUNO
IR100-H1,0007552RPM,CREE LED IR100 SUPER CANBUS CHIP CSP H1 JUEGO,UNIDADES,1,84832,100000,140000,53020,ACCESORIOS,NINGUNO
IRXH1DAKAR,0007804RPM,CREE LED IR100 SUPER CANBUS CHIP CSP H1 JUEGO 55 WATTS DAKAR,UNIDADES,0,"104448,14",124000,"173599,99","65280,09",ELECTRICIDAD,NINGUNO
IR100-H11,0007491RPM,CREE LED IR100 SUPER CANBUS CHIP CSP H11 JUEGO,UNIDADES,2,84832,100000,140000,53020,XENON,NINGUNO
BS-IR100-H11,0007806RPM,CREE LED IR100 SUPER CANBUS CHIP CSP H11 JUEGO BLACK SAPPHIRE 75 WATTS,UNIDADES,2,"141030,8","168000,01","235200,01","88144,25",ELECTRICIDAD,NINGUNO
IR100-PSX24,0007493RPM,CREE LED IR100 SUPER CANBUS CHIP CSP H16 5202 JUEGO,UNIDADES,0,84832,100000,140000,53020,XENON,NINGUNO
IR100-880,0007494RPM,CREE LED IR100 SUPER CANBUS CHIP CSP H27 880 JUEGO,UNIDADES,1,84832,100000,140000,53020,XENON,NINGUNO
IR100-H3,0007554RPM,CREE LED IR100 SUPER CANBUS CHIP CSP H3 JUEGO,UNIDADES,1,84832,100000,140000,53020,ACCESORIOS,NINGUNO
IR100-H4,0007495RPM,CREE LED IR100 SUPER CANBUS CHIP CSP H4 JUEGO,UNIDADES,1,"90733,76",108000,151200,"55129,56",XENON,NINGUNO
NEWIRX100-H4,0007795RPM,CREE LED IR100 SUPER CANBUS CHIP CSP H4 JUEGO 55 WATTS DAKAR,UNIDADES,1,"111405,28",132300,185220,"69628,3",ELECTRICIDAD,NINGUNO
BS-IR100-H4,0007794RPM,CREE LED IR100 SUPER CANBUS CHIP CSP H4 JUEGO BLACK SAPPHIRE 75 WATTS,UNIDADES,1,155000,"190002,71","266001,76","101535,14",ELECTRICIDAD,NINGUNO
IR100-H7,0007492RPM,CREE LED IR100 SUPER CANBUS CHIP CSP H7 JUEGO,UNIDADES,"0,5",84832,100000,140000,53020,XENON,NINGUNO
NEWIR100H7,0007748RPM,CREE LED IR100 SUPER CANBUS CHIP CSP H7 JUEGO 55 WATTS DAKAR,UNIDADES,0,"104448,77","125000,01","175000,01","65280,48",ACCESORIOS,NINGUNO
BS-IR100-H7,0007784RPM,CREE LED IR100 SUPER CANBUS CHIP CSP H7 JUEGO BLACK SAPPHIRE 75 WATTS,UNIDADES,1,"141030,8","168000,01","235200,01","88144,25",ACCESORIOS,NINGUNO
KB1-H15,0007749RPM,CREE LED IRON CSP H15 SUPER CANBUS 40000 LUMENES,UNIDADES,0,"130071,09",155000,217000,"81294,43",ACCESORIOS,NINGUNO
CREE 5202,0006173RPM,CREE LED J10 5202 H16 (1 LAMPARA),UNIDADES,5,4500,5500,7644,1800,ACCESORIOS,NINGUNO
CREE 9006,0005106RPM,CREE LED J10 9006 6000K (1 LAMPARA),UNIDADES,6,4500,5500,7644,1800,ACCESORIOS,NINGUNO
CREE H3,0005101RPM,CREE LED J10 H3 6000K (1 LAMPARA),UNIDADES,21,4500,5500,7644,1800,ACCESORIOS,NINGUNO
CREE H7,0005100RPM,CREE LED J10 H7 6000K (1 LAMPARA),UNIDADES,2,4500,5500,7644,1800,ACCESORIOS,NINGUNO
KB2-H4,0007892RPM,CREE LED KB2 H4 30000 LM 42W 24V Y 12V JUEGO,UNIDADES,1,"44779,9","50377,39","70528,35","27987,44",ELECTRICIDAD,NINGUNO
KB3-H4,0007623RPM,CREE LED KB3 LUPA H4 PROYECTOR SUPER CANBUS 40000 LUMENES JUEGO,UNIDADES,1,"107793,2",128000,179200,"67370,75",ACCESORIOS,NINGUNO
KB3-H7,0007624RPM,CREE LED KB3 LUPA MINI H7 SUPER CANBUS 40000 LUMENES (JUEGO),UNIDADES,2,"90380,16",108000,151200,"56487,6",ACCESORIOS,NINGUNO
KB4-H1,0007781RPM,CREE LED KB4 H1 8000K JUEGO,UNIDADES,1,"57566,22",68500,95900,"38856,22",XENON,NINGUNO
KB4-H11,0006019RPM,CREE LED KB4 H11 8000K JUEGO,UNIDADES,3,"57566,22",68500,95900,"35978,89",XENON,NINGUNO
KB4-H4,0007776RPM,CREE LED KB4 H4 8000K JUEGO,UNIDADES,2,"63460,04",76000,"106399,99","39662,52",XENON,NINGUNO
KB4-H7,0007775RPM,CREE LED KB4 H7 8000K JUEGO,UNIDADES,0,"57566,22",68500,95900,"35978,89",XENON,NINGUNO
KB4-9005,0007786RPM,CREE LED KB4 HB3 9005 8000K JUEGO,UNIDADES,1,"57566,22",68500,95900,"35978,89",XENON,NINGUNO
KB4-9006,0007785RPM,CREE LED KB4 HB4 9006 8000K JUEGO,UNIDADES,1,"57566,22",68500,95900,"35978,89",XENON,NINGUNO
8741,0007465RPM,CREE LED LASER H7 (JUEGO),UNIDADES,1,42000,56000,78400,14000,ACCESORIOS,NINGUNO
MI2 H11,0007459RPM,CREE LED MI2 H7 JUEGO,UNIDADES,2,"25000,5",30000,42000,15000,ACCESORIOS,NINGUNO
R8-H16,0007591RPM,CREE LED R8 CHIP 5202 CSP PSX24W H16 JUEGO,UNIDADES,0,36000,45000,"63000,42",25176,ACCESORIOS,NINGUNO
R8-9006,0007486RPM,CREE LED R8 CHIP CSP 9006 JUEGO,UNIDADES,"0,5","36456,16",44000,61600,"22785,1",XENON,NINGUNO
R8-H1,0007625RPM,CREE LED R8 CHIP CSP H1 JUEGO,UNIDADES,2,"36456,16",44000,61600,"22785,1",ACCESORIOS,NINGUNO
R8-H11,0007488RPM,CREE LED R8 CHIP CSP H11 JUEGO,UNIDADES,1,"36456,16",44000,61600,"22785,1",XENON,NINGUNO
R8-H3,0007487RPM,CREE LED R8 CHIP CSP H3 JUEGO,UNIDADES,1,"36456,16",44000,61600,"22785,1",XENON,NINGUNO
R8-H4,0007490RPM,CREE LED R8 CHIP CSP H4 JUEGO,UNIDADES,"1,5","41004,46",50000,"70000,73",28769,XENON,NINGUNO
R8-H7,0007489RPM,CREE LED R8 CHIP CSP H7 JUEGO,UNIDADES,0,36000,45000,63000,25176,XENON,NINGUNO
R89005,0005465RPM,CREE LED R8 CHIP CSP 9005 JUEGO,UNIDADES,0,"36456,16",44000,61600,"22785,1",ACCESORIOS,NINGUNO
R8H27,0007237RPM,CREE LED R8 CHIP CSP H27 JUEGO,UNIDADES,1,"36456,16",44000,61600,"22785,1",ACCESORIOS,NINGUNO
S6 P13W,0007551RPM,CREE LED S6 HIGH DEFINITION P13W (JUEGO),UNIDADES,8,15000,"28699,89","40179,83","9292,8",ACCESORIOS,NINGUNO
Y3H27,0007165RPM,CREE LED Y3 H27 880 SLIM SIN COOLER (1 LAMPARA),UNIDADES,4,6200,10000,14000,3510,ACCESORIOS,NINGUNO
Y3-9005,0007589RPM,CREE LED Y3 SLIM SIN COOLER 9005 (1 LAMPARA),UNIDADES,12,6240,10000,14000,3900,ACCESORIOS,NINGUNO
Y3-9006,0007590RPM,CREE LED Y3 SLIM SIN COOLER 9006 (1 LAMPARA),UNIDADES,26,6240,10000,14000,3900,ACCESORIOS,NINGUNO
Y3-9012,0007622RPM,CREE LED Y3 SLIM SIN COOLER 9012 (1 LAMPARA),UNIDADES,1,7260,"12000,01","16800,02","4537,5",ACCESORIOS,NINGUNO
Y3-H1,0007161RPM,CREE LED Y3 SLIM SIN COOLER H1 (1 LAMPARA),UNIDADES,0,6240,10000,14000,"3522,74",ACCESORIOS,NINGUNO
Y3-H11,0007588RPM,CREE LED Y3 SLIM SIN COOLER H11 (1 LAMPARA),UNIDADES,8,6240,10000,14000,3900,ACCESORIOS,NINGUNO
Y3-PSX24,0007620RPM,CREE LED Y3 SLIM SIN COOLER H16 5202 (1 LAMPARA),UNIDADES,2,9000,"14200,02","19880,24",5445,ACCESORIOS,NINGUNO
Y3-H3,0007750RPM,CREE LED Y3 SLIM SIN COOLER H3 (1 LAMPARA),UNIDADES,20,6240,"10000,11","14000,03",3168,ACCESORIOS,NINGUNO
Y3-H4,0007586RPM,CREE LED Y3 SLIM SIN COOLER H4 (1 LAMPARA),UNIDADES,44,7200,11000,15400,4500,ACCESORIOS,NINGUNO
Y3-H7,0007587RPM,CREE LED Y3 SLIM SIN COOLER H7 (1 LAMPARA),UNIDADES,62,6240,10000,14000,3900,ACCESORIOS,NINGUNO
Y3-P13,0007602RPM,CREE LED Y3 SLIM SIN COOLER P13 (1 LAMPARA),UNIDADES,6,10648,16800,23520,6655,ACCESORIOS,NINGUNO
TS8872361,0007251RPM,CREME LOOK TOXIC SHINE (ACONDICIONADOR PLASTICOS INTERIOR),UNIDADES,1,"10651,87",11500,"16100,01","7608,48",COSMETICA,NINGUNO
TS003005CW,0006776RPM,CREME WAX BANANA TOXIC SHINE CERA CARNAUBA 600 ML,UNIDADES,1,"8568,25","9200,01","12880,01","6120,18",COSMETICA,NINGUNO
CR-003,0004070RPM,CRIQUE BOTELLA 15 TONELADAS,UNIDADES,0,79497,85000,119000,52998,ACCESORIOS,NINGUNO
CR-001,0005131RPM,CRIQUE BOTELLA 2 TONELADAS,UNIDADES,0,31218,33300,"46620,01",20812,ACCESORIOS,NINGUNO
CR-002,0005132RPM,CRIQUE BOTELLA 4 TONELADAS,UNIDADES,0,"36844,5",39300,"55019,99",24563,ACCESORIOS,NINGUNO
CR-004,0001509RPM,CRIQUE GATO HIDRAULICO CARRO 2 TONELADAS,UNIDADES,0,"75618,95",78300,109620,52151,ACCESORIOS,NINGUNO
,0007073RPM,CRISTAL TITANIUM TOXIC SHINE 30 ML VIDRIO LIQUIDO SELLADOR CERAMICO,UNIDADES,1,"64319,06","66701,25","93381,75","47643,75",COSMETICA,NINGUNO
1VPA4K5/75,0000708RPM,CROSSOVER 1 VIA PARA ST350/304/200,UNIDADES,0,0,0,0,0,AUDIO,NINGUNO
CRX-1600,0000872RPM,CROSSOVER DIVISOR DE FRECUENCIA PASIVO AUDIOPIPE,UNIDADES,0,"9123,4",14630,20482,6292,AUDIO,NINGUNO
SDX4.1,0005456RPM,CROSSOVER SOUNDIGITAL 4 VIAS,UNIDADES,1,50000,"49999,93","69999,9",5836,AUDIO,NINGUNO
1VPA4K5/75,28900010,CROSSOVERS DIVISOR DE FRECUENCIA PASIVO SELENIUM,UNIDADES,0,2376,"3850,01","5390,01",1800,AUDIO,NINGUNO
G2003TA,0006939RPM,CTOR P/ VENTANILLA DODGE JOURNEY +2011 TRASERO,UNIDADES,0,1766,2926,"4096,4","1177,33",DEFLECTORES,NINGUNO
TS75556196CZ,0007611RPM,CTRL-Z TOXIC SHINE 600ML (LIMPIADOR MULTIUSO),UNIDADES,0,9317,10000,14000,"6890,95",ACCESORIOS,NINGUNO
